Roll_Number,Student_Name,Gender,English,Kannada,Hindi,Maths,Science,Social
8437, A.B.C Sita, F,98,69,97,75,52,95
8438, Rakesh Kashyap, M,94,90,76,55,67,67
8439, Aiswarya Mohan, F,66,72,89,78,60,65
8440, Swapna.S.P, F,79,56,87,66,84,69
8441, Bernadtette Rostenkowski, F,67,92,57,98,96,60
8442, Sunil Kumar .K., M,69,96,73,99,66,72
8443, Indranil Sarkar, M,100,87,54,95,64,52
8444, Dean Winchester, M,87,62,62,100,50,62
8445, F A Khan, M,70,81,87,56,62,54
8446, M.K Sharma, M,87,71,67,83,90,70
8447, Paul George, M,60,86,82,95,72,88
8448, Priya Ram, F,88,81,57,56,83,74
8449, Pratap kumar, M,98,73,51,65,87,50
8450, Hari Krishnan, M,93,60,63,77,58,79
8451, Siva Kumar, M,78,62,91,50,60,66
8452, S. Devi, F,73,62,82,74,98,56
8453, Anuj Malhotra, M,66,51,94,53,61,94
8454, Manohar Sharma, M,92,66,97,55,72,100
8455, Ravi Kiran, M,68,72,54,75,96,76
8456, Anthony Kumar, M,86,94,53,68,94,74
8457, S.P.Swaroop, M,62,80,78,97,70,69
8458, S N Prathap Kumar, M,69,92,76,74,66,65
8459, Subhashish Bhattacharjee, M,54,63,64,74,53,96
8460, Sunita rani kumari, F,56,67,59,86,66,56
8501, S N Prathap Kumar, M,59,60,77,86,88,77
8502, Akansha Y, F,90,87,63,94,82,71
8503, Neha Mehta, M,73,73,83,86,100,53
8504, Pratap kumar, M,87,99,80,95,60,79
8505, Anthony Kumar, M,89,99,67,73,83,62
8506, Hari Krishna, M,59,63,82,73,97,100
8507, Krishna Hari, M,80,65,92,63,88,98
8508, Manohar Sharma, M,54,99,89,70,100,71
8509, Deeksha Jiwani, F,69,100,85,70,91,56
8510, Shanaya Gurumurthi S, F,97,59,58,59,87,52
8511, Priya Ram, F,85,77,57,86,55,68
8512, Anand, M,71,84,100,75,55,77
8513, lalitha kumari, F,65,59,79,52,91,64
8514, Khasim, M,94,98,82,77,79,96
8515, gopalkumari k s, F,70,81,54,54,83,80
8516, Hari Krishnan, M,69,56,98,84,81,50
8517, Kumara Krupa Parvath, M,54,57,52,79,86,80
8518, D.P. Ravi Kiran, M,86,80,58,56,71,71
8519, Sunita rani kumari, F,55,97,56,75,82,99
8520, Sridhar, M,59,94,57,85,97,69
8521, Aby Abraham K, M,53,84,88,80,72,93
8522, Anu Paul, F,94,66,97,71,53,56
8523, A.B.C Sita, F,85,76,66,54,52,92
8524, vijay kumar t r, M,89,85,87,98,99,60
8525, Indranil Sarkar, M,66,64,81,76,69,96
8526, Ravichandra S, M,88,67,85,71,58,80
8527, Anirudh Mahato, M,80,98,93,58,100,59
8528, M.K Sharma, M,72,78,91,99,88,50
8529, Kishan, M,88,72,95,51,67,98
8530, Aiswarya Mohan, F,91,96,59,62,83,73
8531, Dean Winchester, M,67,73,58,90,77,79
8532, Bob Joe, M,82,51,88,73,57,50
8533, Sachin Sharma, M,79,99,65,95,100,97
8534, Navneet Dubey, M,89,53,53,82,71,72
8535, S.P.Swaroop, M,56,73,51,99,96,52
8536, Swapna.S.P, F,57,85,100,99,65,78
8537, F A Khan, M,61,77,93,69,69,92
8538, Pallavi Singh, F,99,98,74,97,84,62
8539, Prathiban, M,60,66,62,82,61,98
8540, Annand Mukund Rao, M,76,55,93,90,71,83
8541, Sunil Kumar .K., M,50,67,74,75,65,50
8542, Gayathri K P, F,98,67,96,70,58,65
8543, Neha S. Swaminathan, F,83,92,51,98,92,75
8544, Suhasini.M, F,80,87,80,89,75,98
8545, Rakesh Kashyap, M,63,59,61,60,50,61
8546, Ravi kishan, M,90,90,79,83,83,74
8547, G Chitra Shenai, F,50,56,62,58,61,63
8548, Bernadtette Rostenkowski, F,95,75,78,68,64,61
8549, vijayakanth T.S.V, M,88,90,91,78,77,96
8550, lakshmi gopal, M,64,90,51,63,78,91
8551, Prabhanjan, M,80,99,52,98,95,56
8552, S. Devi, F,58,71,96,86,97,59
8553, kumar, M,63,95,91,81,54,56
8554, Sam Manny, M,73,63,77,77,68,63
8555, Paul George, M,84,77,79,95,51,71
8556, Tushar Gupta, M,82,69,65,80,81,69
8557, Ravi Kiran, M,78,62,72,50,54,68
8558, Ashok Singh, M,80,79,92,64,75,71
8559, Siva Kumar, M,74,89,50,62,52,64
8560, Subhash.K.U, M,96,84,53,94,54,82
8601, Rakesh Kashyap, M,86,70,79,95,56,77
8602, Prabhanjan, M,100,51,98,83,75,68
8603, Sachin Sharma, M,51,59,77,59,74,53
8604, Pratap kumar, M,95,93,65,78,62,96
8605, lalitha kumari, F,77,95,95,84,56,94
8606, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,61,68,59,51,74,73
8607, Paul George, M,92,53,70,55,88,82
8608, Anand, M,80,62,55,100,80,88
8609, F A Khan, M,60,62,62,87,72,83
8610, Hari Krishnan, M,62,51,56,82,75,86
8611, Indranil Sarkar, M,59,65,52,81,84,100
8612, Dean Winchester, M,92,70,90,66,52,95
8613, Anuj Malhotra, M,100,94,90,94,54,78
8614, Shanaya Gurumurthi S, F,75,87,88,80,78,93
8615, Khasim, M,63,81,77,59,57,80
8616, M.K Sharma, M,62,63,80,82,91,80
8617, Neha Mehta, M,59,50,61,85,68,78
8618, Navneet Dubey, M,65,64,64,97,100,50
8619, Ashok Singh, M,50,63,69,81,88,82
8620, vijayakanth T.S.V, M,99,75,99,71,92,73
8621, vijay kumar t r, M,60,98,50,86,99,64
8622, Sunita rani kumari, F,89,58,93,92,79,71
8623, Tushar Gupta, M,81,82,54,93,80,83
8624, Aby Abraham K, M,89,50,60,98,93,66
8625, Aiswarya Mohan, F,59,61,63,53,80,94
8626, Anirudh Mahato, M,62,53,73,57,60,91
8627, Ravi Kiran, M,60,83,70,81,86,69
8628, Neha Jagga, F,50,68,51,55,96,89
8629, Subhash.K.U, M,82,93,75,86,61,81
8630, Subhashish Bhattacharjee, M,55,87,52,96,65,83
8631, Bob Joe, M,88,99,83,95,62,58
8632, Prathiban, M,95,97,99,89,61,73
8633, Sam Manny, M,84,58,55,99,63,86
8634, Manohar Sharma, M,82,82,64,68,56,93
8635, Neha S. Swaminathan, F,80,86,90,58,83,97
8636, Bernadtette Rostenkowski, F,64,68,100,83,61,68
8637, Sunil Kumar .K., M,99,78,53,50,84,64
8638, S N Prathap Kumar, M,95,67,86,85,96,77
8639, Krishna Hari, M,60,58,74,60,74,73
8640, Ravi kishan, M,58,58,94,65,81,67
8641, Priyanka Y, F,76,100,66,76,63,74
8642, G Chitra Shenai, F,74,88,77,51,72,67
8643, Gayathri K P, F,60,66,51,95,54,91
8644, Kumara Krupa Parvath, M,59,91,97,50,66,74
8645, Kishan, M,86,50,50,88,57,80
8646, Pallavi Singh, F,67,71,56,99,71,71
8647, Priya Ram, F,86,69,76,69,96,77
8648, Anu Paul, F,83,52,96,59,56,50
8649, D.P. Ravi Kiran, M,73,60,53,65,96,51
8650, Deeksha Jiwani, F,70,82,78,65,52,56
8651, Ravichandra S, M,87,67,71,51,85,53
8652, A.B.C Sita, F,87,66,87,91,87,85
8653, Hari Krishna, M,96,95,90,63,67,91
8654, Ashok Kumar, M,58,53,99,60,65,95
8655, Annand Mukund Rao, M,61,71,55,92,70,59
8656, Siva Kumar, M,62,77,64,58,77,67
8657, Ankit Saxena, F,85,92,70,94,51,71
8658, kumar, M,75,74,85,55,90,71
8659, lakshmi gopal, M,83,93,73,84,66,71
8660, gopalkumari k s, F,92,73,71,98,87,56
8701, Sridhar, M,56,72,82,93,95,100
8702, Ankit Saxena, F,88,62,56,69,100,59
8703, Anuj Malhotra, M,75,98,64,87,78,93
8704, Siva Kumar, M,94,56,51,54,61,76
8705, Pallavi Singh, F,92,57,73,96,82,85
8706, M.K Sharma, M,86,58,86,53,65,54
8707, F A Khan, M,100,67,99,58,83,82
8708, Khasim, M,87,88,86,52,85,77
8709, Subhashish Bhattacharjee, M,88,55,100,98,79,84
8710, Priya Ram, F,57,94,86,59,58,92
8711, Krishna Hari, M,85,75,65,98,64,67
8712, Dean Winchester, M,59,96,70,93,75,64
8713, Hari Krishna, M,69,92,78,70,82,95
8714, Deeksha Jiwani, F,63,51,77,72,85,74
8715, Sachin Sharma, M,76,61,53,83,97,65
8716, S.P.Swaroop, M,87,66,56,93,84,71
8717, Indranil Sarkar, M,57,51,74,98,99,50
8718, vijayakanth T.S.V, M,55,94,56,93,92,83
8719, Ravi kishan, M,62,80,99,65,61,93
8720, Bob Joe, M,63,50,72,81,94,94
8721, lakshmi gopal, M,72,60,73,61,59,65
8722, Hari Krishnan, M,60,61,91,64,81,70
8723, Pratap kumar, M,77,89,59,65,61,75
8724, Gayathri K P, F,58,91,82,61,63,56
8725, Anthony Kumar, M,68,95,65,87,89,73
8726, Ashok Singh, M,80,90,80,52,97,83
8727, Prabhanjan, M,86,91,59,53,60,94
8728, Shanaya Gurumurthi S, F,83,96,90,85,59,79
8729, Tushar Gupta, M,79,52,100,87,87,92
8730, Bernadtette Rostenkowski, F,82,95,68,86,70,68
8731, lalitha kumari, F,69,52,91,81,74,55
8732, Sunita rani kumari, F,79,58,55,90,87,52
8733, Suhasini.M, F,94,80,65,50,81,84
8734, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,65,73,77,71,76,85
8735, Akansha Y, F,52,62,60,78,99,74
8736, vijay kumar t r, M,55,81,58,91,79,61
8737, D.P. Ravi Kiran, M,93,76,56,86,53,99
8738, Neha Jagga, F,87,66,69,91,64,73
8739, Navneet Dubey, M,53,80,88,70,95,96
8740, Sunil Kumar .K., M,80,98,76,64,89,79
8741, Swapna.S.P, F,65,68,78,56,97,89
8742, S. Devi, F,95,78,92,94,89,95
8743, Annand Mukund Rao, M,99,89,78,81,80,80
8744, Ravi Kiran, M,63,77,72,70,75,62
8745, Neha S. Swaminathan, F,80,65,63,64,56,97
8746, G Chitra Shenai, F,68,74,84,78,64,100
8747, Subhash.K.U, M,53,80,58,91,53,95
8748, Sam Manny, M,98,50,62,57,72,61
8749, Ashok Kumar, M,83,54,76,97,63,86
8750, Kishan, M,90,54,72,96,72,60
8751, Kumara Krupa Parvath, M,60,50,86,86,85,80
8752, A.B.C Sita, F,53,62,88,57,79,58
8753, Anand, M,62,56,77,89,97,57
8754, Aby Abraham K, M,60,83,88,73,94,98
8755, Priyanka Y, F,67,51,72,84,85,73
8756, Rakesh Kashyap, M,79,80,62,65,65,55
8757, Anirudh Mahato, M,97,70,72,97,81,61
8758, Paul George, M,67,84,82,89,66,54
8759, Anu Paul, F,51,87,84,100,86,86
8760, kumar, M,98,93,66,89,73,97
8801, Ashok Kumar, M,75,70,76,63,76,78
8802, A.B.C Sita, F,86,90,50,74,82,92
8803, Kumara Krupa Parvath, M,68,86,92,78,63,86
8804, Anthony Kumar, M,60,52,81,97,66,69
8805, Sunita rani kumari, F,80,52,78,92,65,82
8806, Ravichandra S, M,87,63,58,89,74,58
8807, Rakesh Kashyap, M,83,51,82,64,57,88
8808, Annand Mukund Rao, M,65,78,97,78,60,77
8809, Khasim, M,58,66,84,75,91,57
8810, gopalkumari k s, F,54,98,51,50,91,85
8811, Subhash.K.U, M,57,57,68,87,60,91
8812, Priyanka Y, F,88,59,83,87,66,77
8813, Subhashish Bhattacharjee, M,87,64,97,96,66,51
8814, Ravi kishan, M,99,52,95,77,73,80
8815, M.K Sharma, M,77,95,84,52,63,81
8816, Pallavi Singh, F,52,85,59,69,65,60
8817, S. Devi, F,66,64,100,74,51,86
8818, Gayathri K P, F,82,96,84,90,91,90
8819, Ankit Saxena, F,73,55,81,83,98,83
8820, Pratap kumar, M,85,77,76,77,59,63
8821, Prathiban, M,100,70,72,56,82,94
8822, F A Khan, M,52,54,100,73,50,52
8823, Akansha Y, F,93,53,61,88,95,57
8824, Tushar Gupta, M,79,58,74,82,83,78
8825, Anu Paul, F,89,72,81,92,81,61
8826, kumar, M,69,82,66,54,74,58
8827, Hari Krishnan, M,73,85,59,57,71,78
8828, Neha Jagga, F,71,69,63,55,93,96
8829, Krishna Hari, M,70,74,88,56,100,97
8830, Bob Joe, M,60,63,61,54,86,89
8831, S N Prathap Kumar, M,53,89,65,57,50,86
8832, Ashok Singh, M,85,61,50,58,63,85
8833, D.P. Ravi Kiran, M,71,100,90,65,89,57
8834, Sridhar, M,92,66,58,65,88,85
8835, Paul George, M,82,72,51,56,94,54
8836, Manohar Sharma, M,60,81,61,64,57,67
8837, Bernadtette Rostenkowski, F,88,97,93,59,82,61
8838, lalitha kumari, F,71,82,93,54,82,71
8839, Anirudh Mahato, M,84,81,70,84,68,82
8840, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,61,57,73,59,77,83
8841, Dean Winchester, M,66,66,84,99,54,67
8842, Aby Abraham K, M,72,78,69,57,73,63
8843, Siva Kumar, M,75,58,86,52,72,64
8844, Suhasini.M, F,97,65,56,76,74,78
8845, Anand, M,53,91,70,76,86,94
8846, lakshmi gopal, M,67,70,90,85,97,75
8847, Shanaya Gurumurthi S, F,71,70,72,70,92,56
8848, Hari Krishna, M,50,58,76,66,67,87
8849, Navneet Dubey, M,75,67,68,80,83,91
8850, S.P.Swaroop, M,85,76,74,74,51,56
8851, Priya Ram, F,90,51,75,98,60,71
8852, Deeksha Jiwani, F,70,65,67,94,56,95
8853, Swapna.S.P, F,99,70,60,78,64,80
8854, Neha S. Swaminathan, F,97,86,56,57,74,50
8855, Neha Mehta, M,57,67,74,63,50,81
8856, Anuj Malhotra, M,50,77,71,64,100,83
8857, Aiswarya Mohan, F,89,62,59,57,89,91
8858, Sunil Kumar .K., M,55,81,91,99,88,81
8859, vijayakanth T.S.V, M,61,91,79,82,64,60
8860, Sachin Sharma, M,57,64,96,59,69,100
9101, Akansha Y, F,50,71,54,81,89,85
9102, Ashok Kumar, M,77,55,83,69,65,86
9103, Annand Mukund Rao, M,94,73,77,82,88,52
9104, Shanaya Gurumurthi S, F,74,78,92,68,78,72
9105, Indranil Sarkar, M,70,84,50,69,77,77
9106, Sachin Sharma, M,71,94,78,71,54,72
9107, Ravichandra S, M,77,51,62,85,86,64
9108, Subhash.K.U, M,53,51,86,73,71,63
9109, vijayakanth T.S.V, M,62,77,75,83,62,77
9110, Siva Kumar, M,56,81,100,95,100,68
9111, Priya Ram, F,74,64,94,60,54,51
9112, Khasim, M,52,57,86,81,52,90
9113, Hari Krishna, M,81,85,57,62,90,83
9114, Ravi kishan, M,98,75,66,90,59,97
9115, G Chitra Shenai, F,92,65,74,76,61,82
9116, Krishna Hari, M,63,70,86,90,93,62
9117, Hari Krishnan, M,99,63,80,68,62,97
9118, Gayathri K P, F,71,97,53,68,73,72
9119, M.K Sharma, M,69,84,72,99,85,97
9120, Ravi Kiran, M,51,73,74,57,86,59
9121, Neha Mehta, M,87,97,88,96,87,50
9122, Aby Abraham K, M,69,65,50,71,59,78
9123, kumar, M,90,63,50,57,52,59
9124, Anand, M,65,66,59,85,98,56
9125, Sunil Kumar .K., M,62,60,94,57,52,70
9126, Pratap kumar, M,90,67,63,86,57,67
9127, lakshmi gopal, M,66,98,63,72,69,66
9128, Swapna.S.P, F,69,60,73,57,77,64
9129, Pallavi Singh, F,80,50,87,56,52,64
9130, Prathiban, M,98,65,87,64,78,57
9131, Kumara Krupa Parvath, M,85,74,88,78,98,74
9132, Deeksha Jiwani, F,95,70,76,81,51,80
9133, A.B.C Sita, F,59,99,82,59,100,96
9134, S.P.Swaroop, M,58,96,53,75,76,71
9135, Dean Winchester, M,71,82,67,95,81,95
9136, Suhasini.M, F,61,70,70,64,54,82
9137, Navneet Dubey, M,81,58,88,73,70,84
9138, Ankit Saxena, F,85,83,78,89,64,97
9139, F A Khan, M,58,98,64,55,76,50
9140, Priyanka Y, F,92,63,78,51,84,53
9141, Neha S. Swaminathan, F,65,80,68,80,96,65
9142, Manohar Sharma, M,70,50,58,99,66,88
9143, S N Prathap Kumar, M,72,66,65,81,55,67
9144, vijay kumar t r, M,67,92,83,67,68,86
9145, Sridhar, M,83,65,96,57,65,97
9146, Kishan, M,86,91,92,52,58,81
9147, Anu Paul, F,68,88,72,79,60,84
9148, lalitha kumari, F,79,77,69,65,100,77
9149, Bernadtette Rostenkowski, F,51,78,88,97,67,50
9150, Anuj Malhotra, M,65,61,64,54,79,96
9151, Prabhanjan, M,50,69,53,79,72,77
9152, Ashok Singh, M,79,100,58,54,81,67
9153, D.P. Ravi Kiran, M,75,88,88,69,90,91
9154, gopalkumari k s, F,88,75,99,100,53,88
9155, Aiswarya Mohan, F,98,81,87,97,71,72
9156, Rakesh Kashyap, M,90,57,77,70,93,98
9157, Subhashish Bhattacharjee, M,51,67,57,61,88,57
9158, Neha Jagga, F,100,76,83,60,94,85
9159, Bob Joe, M,61,55,85,88,60,89
9160, Paul George, M,68,86,67,61,73,54
9201, Hari Krishna, M,99,80,95,87,56,93
9202, Dean Winchester, M,50,88,52,77,75,100
9203, Ravi kishan, M,79,53,57,90,69,74
9204, Sachin Sharma, M,56,52,80,54,65,53
9205, Anand, M,57,61,86,84,61,83
9206, lalitha kumari, F,64,81,83,79,93,77
9207, Gayathri K P, F,76,63,78,63,80,69
9208, vijayakanth T.S.V, M,70,98,78,56,67,80
9209, gopalkumari k s, F,83,86,83,53,100,94
9210, Sam Manny, M,72,80,62,69,94,53
9211, Neha S. Swaminathan, F,51,83,76,85,66,57
9212, Navneet Dubey, M,95,85,97,81,88,63
9213, Aiswarya Mohan, F,72,89,71,74,74,98
9214, Akansha Y, F,62,91,91,51,54,63
9215, Neha Mehta, M,92,60,62,64,82,76
9216, Indranil Sarkar, M,80,83,98,92,76,62
9217, Shanaya Gurumurthi S, F,83,91,87,100,89,66
9218, Swapna.S.P, F,54,52,74,68,90,80
9219, Pratap kumar, M,72,97,76,99,87,86
9220, Subhashish Bhattacharjee, M,61,66,87,64,90,75
9221, Kishan, M,55,67,89,64,100,94
9222, Annand Mukund Rao, M,90,82,100,77,54,75
9223, D.P. Ravi Kiran, M,69,63,51,57,54,81
9224, Hari Krishnan, M,64,100,72,100,81,72
9225, Deeksha Jiwani, F,75,80,61,100,65,69
9226, F A Khan, M,81,90,96,92,58,97
9227, G Chitra Shenai, F,52,94,91,77,75,63
9228, Ashok Singh, M,95,70,70,97,61,50
9229, Ravichandra S, M,96,81,72,98,72,70
9230, Anuj Malhotra, M,94,57,56,65,98,85
9231, Anthony Kumar, M,97,81,75,50,98,75
9232, A.B.C Sita, F,74,89,56,51,75,83
9233, vijay kumar t r, M,64,59,55,56,65,50
9234, Kumara Krupa Parvath, M,55,89,92,50,78,58
9235, Tushar Gupta, M,60,54,68,71,95,92
9236, Manohar Sharma, M,62,100,100,77,97,71
9237, Anirudh Mahato, M,57,82,94,87,58,84
9238, Neha Jagga, F,62,61,64,100,51,65
9239, Ravi Kiran, M,52,69,90,99,64,60
9240, S. Devi, F,91,65,72,97,96,59
9241, Krishna Hari, M,80,95,71,67,65,62
9242, Siva Kumar, M,95,76,64,100,66,69
9243, Bob Joe, M,67,57,58,68,93,66
9244, lakshmi gopal, M,85,81,83,51,98,74
9245, Priya Ram, F,64,75,75,60,52,82
9246, Bernadtette Rostenkowski, F,55,60,75,77,92,75
9247, Anu Paul, F,68,61,67,93,81,62
9248, Aby Abraham K, M,92,99,93,52,63,70
9249, kumar, M,79,74,80,97,75,79
9250, Khasim, M,66,78,60,73,100,71
9251, Priyanka Y, F,96,76,92,99,98,72
9252, S.P.Swaroop, M,90,77,70,72,75,50
9253, Suhasini.M, F,82,92,53,54,93,54
9254, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,73,67,89,54,91,58
9255, Prabhanjan, M,52,76,77,99,61,76
9256, Sunita rani kumari, F,77,84,97,83,69,53
9257, Pallavi Singh, F,94,83,83,83,98,95
9258, Rakesh Kashyap, M,56,50,51,58,80,78
9259, Ankit Saxena, F,58,55,88,79,58,88
9260, Sunil Kumar .K., M,51,92,93,77,58,97
9301, Manohar Sharma, M,95,65,55,68,59,63
9302, Ankit Saxena, F,52,60,85,63,90,50
9303, Anu Paul, F,74,89,56,63,75,61
9304, gopalkumari k s, F,78,74,65,96,61,74
9305, Shanaya Gurumurthi S, F,92,79,58,51,100,62
9306, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,99,66,61,69,69,91
9307, G Chitra Shenai, F,78,63,90,91,50,64
9308, Sachin Sharma, M,83,93,77,100,88,82
9309, S.P.Swaroop, M,84,57,70,78,94,79
9310, Neha Mehta, M,80,92,51,63,97,80
9311, Navneet Dubey, M,97,82,94,53,98,55
9312, Anand, M,67,74,99,65,60,71
9313, Deeksha Jiwani, F,64,96,71,51,87,80
9314, kumar, M,67,66,70,80,52,86
9315, Ashok Singh, M,61,62,78,54,76,61
9316, Anuj Malhotra, M,53,93,67,61,73,84
9317, Anirudh Mahato, M,59,94,50,72,89,76
9318, Khasim, M,100,94,88,97,50,89
9319, Prathiban, M,80,98,76,79,85,90
9320, vijayakanth T.S.V, M,84,61,68,93,58,91
9321, Neha Jagga, F,63,54,61,58,79,84
9322, Suhasini.M, F,73,88,66,95,71,93
9323, Gayathri K P, F,59,100,65,70,51,87
9324, Sam Manny, M,94,92,61,69,59,89
9325, Bernadtette Rostenkowski, F,82,74,51,79,92,67
9326, Sridhar, M,65,95,72,56,64,57
9327, Hari Krishnan, M,59,69,71,82,60,98
9328, Aby Abraham K, M,72,62,54,52,72,55
9329, Hari Krishna, M,86,64,54,63,67,61
9330, S N Prathap Kumar, M,84,54,55,79,52,97
9331, Ashok Kumar, M,99,89,77,64,92,79
9332, Subhashish Bhattacharjee, M,58,54,89,97,67,93
9333, Krishna Hari, M,53,94,65,68,87,68
9334, lakshmi gopal, M,52,95,80,96,78,84
9335, lalitha kumari, F,58,94,79,80,57,74
9336, Ravi kishan, M,53,80,52,95,90,78
9337, Pallavi Singh, F,88,84,65,99,86,98
9338, Paul George, M,87,94,99,100,86,78
9339, Prabhanjan, M,81,91,54,72,85,84
9340, Sunita rani kumari, F,86,74,74,87,70,96
9341, Ravichandra S, M,84,82,90,65,54,54
9342, Annand Mukund Rao, M,93,73,71,77,55,67
9343, Neha S. Swaminathan, F,51,78,61,97,67,94
9344, Kishan, M,68,73,79,93,69,92
9345, Dean Winchester, M,67,63,64,59,69,88
9346, Kumara Krupa Parvath, M,75,80,76,52,90,71
9347, F A Khan, M,65,68,54,88,69,98
9348, vijay kumar t r, M,99,65,83,56,67,82
9349, Siva Kumar, M,66,66,67,57,92,84
9350, Ravi Kiran, M,73,79,98,86,74,66
9351, Anthony Kumar, M,91,73,92,83,82,93
9352, Priyanka Y, F,73,90,87,81,64,50
9353, Subhash.K.U, M,55,79,96,63,94,67
9354, Swapna.S.P, F,95,91,93,69,67,82
9355, Bob Joe, M,93,83,96,91,95,93
9356, Aiswarya Mohan, F,77,59,66,94,84,58
9357, Priya Ram, F,57,61,83,57,68,95
9358, Indranil Sarkar, M,70,81,100,71,78,87
9359, Tushar Gupta, M,89,88,74,69,79,58
9360, M.K Sharma, M,80,80,69,78,57,67
9401, Ashok Singh, M,50,85,97,57,89,55
9402, Rakesh Kashyap, M,58,80,57,75,77,75
9403, Anu Paul, F,60,57,58,59,93,83
9404, vijay kumar t r, M,55,70,67,76,95,68
9405, Neha S. Swaminathan, F,66,76,79,78,51,79
9406, Bernadtette Rostenkowski, F,64,51,83,52,50,80
9407, Prathiban, M,96,68,66,64,65,89
9408, Paul George, M,74,64,97,98,58,56
9409, Ashok Kumar, M,95,92,99,95,55,67
9410, Akansha Y, F,89,82,96,70,77,75
9411, Hari Krishnan, M,88,87,62,86,70,52
9412, Tushar Gupta, M,61,77,92,77,50,69
9413, Anand, M,96,80,80,51,67,59
9414, Ravichandra S, M,80,72,78,96,99,93
9415, Anthony Kumar, M,81,67,75,63,70,56
9416, vijayakanth T.S.V, M,63,71,72,92,91,94
9417, Prabhanjan, M,65,90,85,52,60,92
9418, Deeksha Jiwani, F,64,88,81,50,61,59
9419, Krishna Hari, M,98,93,50,73,94,91
9420, Gayathri K P, F,89,72,58,53,51,66
9421, Subhash.K.U, M,53,62,59,94,91,80
9422, Priya Ram, F,64,85,68,66,78,59
9423, S.P.Swaroop, M,73,77,69,99,65,73
9424, Ravi Kiran, M,54,51,65,62,71,85
9425, M.K Sharma, M,98,87,55,67,100,56
9426, Siva Kumar, M,69,61,92,98,54,75
9427, Annand Mukund Rao, M,86,79,69,67,72,50
9428, Suhasini.M, F,80,66,62,99,80,85
9429, gopalkumari k s, F,87,64,86,55,81,55
9430, Sridhar, M,59,97,69,97,99,65
9431, Bob Joe, M,75,63,98,71,59,75
9432, S N Prathap Kumar, M,68,90,85,92,65,70
9433, Ankit Saxena, F,72,73,84,95,74,89
9434, Pratap kumar, M,65,51,75,100,62,56
9435, S. Devi, F,88,77,79,88,73,69
9436, Kumara Krupa Parvath, M,89,57,75,82,75,63
9437, Manohar Sharma, M,87,76,78,59,74,93
9438, G Chitra Shenai, F,92,99,93,82,63,83
9439, kumar, M,62,54,95,58,82,59
9440, Subhashish Bhattacharjee, M,73,76,97,78,53,97
9441, Sunil Kumar .K., M,83,88,99,73,97,99
9442, Khasim, M,71,98,66,95,99,98
9443, F A Khan, M,83,93,70,63,93,57
9444, Indranil Sarkar, M,97,62,87,54,70,98
9445, Aby Abraham K, M,52,69,93,77,50,83
9446, A.B.C Sita, F,81,74,61,75,95,85
9447, Sunita rani kumari, F,100,53,68,84,98,73
9448, Swapna.S.P, F,65,69,60,60,64,57
9449, Neha Mehta, M,77,74,84,69,87,83
9450, Pallavi Singh, F,82,55,50,96,58,60
9451, Hari Krishna, M,61,65,97,99,86,52
9452, Sachin Sharma, M,81,58,65,86,97,53
9453, Sam Manny, M,73,75,74,67,99,79
9454, Navneet Dubey, M,66,54,61,88,53,93
9455, Priyanka Y, F,59,98,76,90,91,61
9456, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,90,62,57,89,55,94
9457, Neha Jagga, F,66,58,64,83,81,68
9458, lalitha kumari, F,67,92,82,68,56,72
9459, D.P. Ravi Kiran, M,99,78,64,71,77,96
9460, lakshmi gopal, M,97,50,56,74,100,83
9501, Ravi Kiran, M,77,59,68,74,87,69
9502, Ashok Singh, M,86,76,78,68,86,61
9503, Anthony Kumar, M,66,66,63,59,81,60
9504, Ankit Saxena, F,72,57,63,80,89,69
9505, Shanaya Gurumurthi S, F,100,64,55,73,72,100
9506, S.P.Swaroop, M,79,62,65,97,53,53
9507, Priya Ram, F,85,64,53,70,100,76
9508, kumar, M,66,75,53,54,68,77
9509, Navneet Dubey, M,69,87,100,85,67,97
9510, Subhashish Bhattacharjee, M,88,76,97,91,90,73
9511, Anu Paul, F,59,78,70,55,87,80
9512, Prabhanjan, M,58,95,91,82,63,57
9513, Pallavi Singh, F,58,80,53,89,61,70
9514, Ashok Kumar, M,94,59,83,72,88,67
9515, Akansha Y, F,63,69,80,79,78,97
9516, Sachin Sharma, M,55,81,93,63,81,95
9517, Kishan, M,86,85,89,70,92,50
9518, Sridhar, M,68,60,72,87,99,95
9519, Subhash.K.U, M,56,91,94,83,88,66
9520, Neha Jagga, F,87,59,50,82,71,63
9521, Aiswarya Mohan, F,58,63,66,54,68,61
9522, Sam Manny, M,76,55,62,66,82,57
9523, lalitha kumari, F,68,51,89,55,94,51
9524, M.K Sharma, M,93,100,85,63,57,56
9525, Priyanka Y, F,83,67,64,56,72,85
9526, D.P. Ravi Kiran, M,81,99,94,53,89,60
9527, Gayathri K P, F,55,100,68,91,87,74
9528, Indranil Sarkar, M,50,67,91,89,67,76
9529, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,56,84,60,80,76,74
9530, Dean Winchester, M,73,85,59,58,92,99
9531, Manohar Sharma, M,72,72,96,86,76,59
